Country,Latitude,Longitude,SiteID,Elevation,SiteName,Distance matrix lakes_Distance,Distance matrix rivers_Distance
Ireland,52.1602,-8.33492,S7109,64,Labbacallee,1.158331877,0.465149362
Ireland,53.265,-6.15956,S7110,0,Laughanstown,0.320353309,0.851351312
Ireland,52.6025,-9.11467,S7111,151,Leahys,0.666573773,1.126960373
Ireland,52.8956,-7.48761,S7112,195,Leap,0.959853,0.27083616
Ireland,53.5052,-6.5632,S7114,0,Leshamstown,0.316111051,0.607107443
Ireland,55.0561,-6.93326,S7117,0,Limavady Bypass,0.965697551,0.21625062
Ireland,55.1696,-6.4516,S7118,0,Liscolman,1.430413289,0.179168037
Ireland,52.6762,-9.11861,S7119,237,Liscormick,0.645827251,1.140042855
Ireland,53.6477,-6.29844,S7120,0,Lisdornan,0.483055829,0.659761563
Ireland,52.1358,-7.93768,S7121,0,Lismore,1.552702359,0.188875234
Ireland,53.5898,-6.59748,S7122,0,Lismullin,0.406462405,0.516310383
Ireland,52.0771,-8.29978,S7123,0,Lisnagar Demesne,1.188548699,0.476896419
Ireland,54.7841,-7.61968,S7124,66,Lisnamulligan,0.280506331,0.348853396
Ireland,51.94,-7.88295,S7125,0,Lisnasallagh,1.608861869,0.365223778
Ireland,53.6689,-7.58419,S7126,74,Lissanure,0.708180238,0.425823563
Ireland,52.2057,-8.54686,S7127,192,Lissard,0.953909705,0.623808645
Ireland,52.3799,-7.95895,S7128,1,Lissava,1.451102611,0.036678746
Ireland,53.9882,-6.44011,S7129,0,Littlemill,0.791718838,0.381426433
Ireland,54.4969,-6.8099,S7130,70,Lough Eskragh,0.849571417,0.085031153
Ireland,52.4907,-7.89775,S7131,91,Loughfeedora,1.429387413,0.067314352
Ireland,53.1537,-6.93295,S7132,0,Loughlion,0.372266444,0.129068669
Ireland,53.96,-8.80527,S7133,59,Lowpark,0.387438987,0.080655432
Ireland,52.2949,-7.05744,S7134,0,Luffany,0.973826237,0.038480954
Ireland,53.272,-6.9397,S7135,0,Lullymore Bog,0.399569776,0.166319885
Ireland,54.4648,-6.33602,S7136,0,Lurgan,1.274991437,0.144539825
Ireland,53.3148,-8.24392,S7137,75,Mackney,0.802316895,0.593411874
Ireland,54.2645,-8.48125,S7138,52,Magheraboy,0.328167374,0.308044459
Ireland,55.19,-6.65498,S7139,0,Magheramenagh,1.272432138,0.045712485
Ireland,51.8745,-8.59204,S7140,0,Maglin,0.912775632,0.832475603
Ireland,52.6639,-8.82344,S7141,97,Maigue,0.704161264,0.847250902
Ireland,52.799,-8.93811,S7142,213,Manusmore,0.541611597,0.992247707
Ireland,52.4467,-7.90378,S7143,70,Marlhill,1.451280719,0.044306866
Ireland,53.5264,-7.33604,S7144,74,Marlinstown,0.863906235,0.350889092
Ireland,53.4126,-6.87468,S7145,0,Martinstown,0.412348004,0.314592564
Ireland,51.7713,-9.38566,S7146,118,Maughanasilly,0.279623196,1.568208344
Ireland,51.8977,-8.81456,S7147,0,Meadowlands,0.690022265,1.011140558
Ireland,53.3685,-7.49946,S7148,53,Mears Park Farm,0.964872133,0.192301765
Ireland,52.0117,-8.33389,S7149,0,Meenane,1.154781782,0.543834948
Ireland,53.3106,-6.24804,S7150,0,Milltown,0.251631877,0.793575474
Ireland,51.8629,-9.18484,S7151,55,Milmorane,0.353371423,1.347655949
Ireland,51.9994,-8.34871,S7152,0,Mitchellsfort,1.140452904,0.56309387
Ireland,52.2654,-8.27094,S7153,26,Mitchelstown,1.235948144,0.354968645
Ireland,53.9892,-6.71337,S7154,0,Monanny,0.822280226,0.122810909
Ireland,53.5332,-8.11471,S7155,95,Moneen,0.883813318,0.419413703
Ireland,52.7925,-8.87475,S7156,128,Mooghaun,0.565791165,0.929989294
Ireland,52.9755,-6.8157,S7157,0,Moone,0.306243634,0.13449345
Ireland,53.569,-6.57791,S7158,0,Mound of the hostages,0.381584512,0.543495145
Ireland,51.5641,-9.5338,S7159,0,Mount Gabriel,0.456182205,1.797411943
Ireland,52.2821,-9.72224,S7161,89,Mounthawk,0.245432844,1.743148391
Ireland,52.8008,-6.86009,S7162,0,Moyle Big,0.454405929,0.081279621
Ireland,53.2629,-8.83769,S7164,49,Moyveela,0.222707299,0.627198231
Ireland,53.4772,-6.38926,S7165,0,Muckerstown,0.292200589,0.720190708
Ireland,53.2505,-7.55018,S7166,128,Mucklagh,0.994986305,0.112954936
Ireland,51.94,-7.88295,S7167,0,Muckridge,1.608861869,0.365223778
Ireland,54.2461,-9.79939,S7168,30,Muingerroon,0.524531972,1.099874813
Ireland,54.2058,-9.87727,S7169,128,Muings,0.59022302,1.162552818
Ireland,52.2857,-7.13196,S7170,0,Mullinabro,1.023475851,0.0215118
Ireland,53.2653,-6.21133,S7171,0,Murphystown,0.270056085,0.804651668
Ireland,54.3495,-6.70016,S7172,4,Navan Fort,0.953474841,0.056928184
Ireland,53.193,-6.09394,S7175,0,Newcourt,0.370115325,0.886105988
Ireland,53.5042,-7.23078,S7176,18,Newdown,0.76011444,0.354426867
Ireland,52.2705,-7.13264,S7177,0,Newrath 37,1.036213321,0.007102719
Ireland,54.7167,-7.4,S7178,46,Newtonstewart,0.390166228,0.328405784
Ireland,52.8778,-8.29281,S7179,149,Newtown,0.884700394,0.447450863
Ireland,54.0185,-6.45329,S7180,0,Newtownbalregan,0.821578063,0.363954481
Ireland,55.0402,-7.31624,S7182,124,Oakgrove,0.664637176,0.578341907
Ireland,52.8591,-7.48479,S7183,162,Oldglass,0.967291127,0.307180272
Ireland,53.2283,-6.67329,S7184,0,Oldtown,0.139866062,0.388605011
Ireland,53.5328,-10.1644,S7185,28,Omey Island,0.639491545,1.453463007
Ireland,52.9098,-7.53704,S7187,206,Palmershill,1.004241118,0.26397389
Ireland,52.8135,-7.49635,S7188,144,Parknahown ,0.992633551,0.304340836
Ireland,52.2238,-8.69455,S7189,223,Pepperhill,0.812223746,0.753615265
Ireland,51.9693,-7.80922,S7190,0,Piltdown Kinsale Beg,1.680759398,0.330012956
Ireland,53.2215,-6.69196,S7191,0,Ploopluck,0.151751097,0.36944906
Ireland,53.1198,-6.0871,S7194,0,Priestsnewtown,0.375442376,0.872196155
Ireland,52.8913,-6.86708,S7195,0,Prumpelstown,0.397855815,0.063905029
Ireland,54.7279,-7.37581,S7196,74,Pubble,0.416745025,0.330896057
Ireland,52.8916,-8.92881,S7197,161,Racorcraun,0.454692773,1.00867692
Ireland,52.4088,-8.37182,S7198,168,Raheen,1.148348668,0.389679146
Ireland,53.1355,-7.81742,S7199,107,Rath,1.245630782,0.260047583
Ireland,52.0795,-9.2455,S7200,46,Rath More,0.244278074,1.321075761
Ireland,53.5684,-6.58512,S7201,0,Rath of the Synods,0.3826645,0.540930626
Ireland,52.1455,-8.26806,S7202,18,Rath-Healy ,1.223675369,0.412799265
Ireland,52.3974,-9.15197,S7204,358,Rathcahill West,0.483128147,1.163803557
Ireland,52.4611,-8.62844,S7205,54,Rathcannon,0.952704619,0.636980362
Ireland,52.8023,-6.87913,S7206,0,Rathcrogue,0.467374491,0.062806702
Ireland,52.6616,-7.74361,S7207,354,Rathcunikeen ,1.27787463,0.071286663
Ireland,52.8008,-6.66,S7208,0,Rathgall,0.338892377,0.275890643
Ireland,53.2761,-8.47889,S7209,60,Rathglass,0.570727119,0.59294254
Ireland,53.709,-6.38824,S7210,0,Rathmullan,0.518762725,0.551372875
Ireland,52.2861,-7.05758,S7211,0,Rathpatrick,0.981316525,0.034314377
Ireland,53.4759,-6.52139,S7212,0,Raynestown,0.28040104,0.626655517
Ireland,51.9108,-10.3549,S7213,271,Reenarea,0.774537151,2.434299006
Ireland,52.7942,-7.94181,S7214,51,Richmond,1.232526948,0.121045697
Ireland,53.4967,-7.16413,S7215,11,Riverstown,0.698266871,0.337407073
Ireland,54.0167,-6.2901,S7216,0,Rockmarshall ,0.839633945,0.526616332
Ireland,52.033,-9.54458,S7217,221,Ross Island,0.004703247,1.620266475
Ireland,53.6297,-7.34394,S7218,87,Rossan ,0.806043355,0.424083554
Ireland,54.2446,-7.48632,S7219,145,Rossmacaffry,0.211788427,0.0388301
Ireland,53.5257,-6.09116,S7220,0,Rush ,0.503464412,0.898573255
Ireland,52.8562,-6.8377,S7221,0,Russellstown,0.400263282,0.095209096
Ireland,52.5535,-6.5505,S7223,0,Scarawalsh,0.56104022,0.369504338
Ireland,52.039,-8.31505,S7224,0,Scartbarry ,1.173030919,0.512046273
Ireland,55.0464,-6.93944,S7225,0,Scroggy Road,0.955214627,0.226863457
Ireland,52.9314,-7.4197,S7226,372,Shanahoe,0.885131168,0.232428932
Ireland,52.7078,-7.73477,S7227,90,Shanballyduff,1.252828102,0.071423052
Ireland,52.932,-7.64529,S7228,148,Shanboe,1.105268821,0.17212211
Ireland,54.0031,-6.83239,S7229,0,Shanco,0.874589206,0.053428391
Ireland,52.6256,-9.16098,S7230,185,Shannakea Beg,0.661762956,1.175357938
Ireland,52.6894,-8.05083,S7231,124,Shevry,1.190027125,0.165232252
Ireland,51.547,-9.12798,S7232,0,Skahanagh,0.610265977,1.459718248
Ireland,53.2333,-7.32168,S7233,437,Skeahanagh ,0.765981862,0.084504111
Ireland,52.8901,-7.1514,S7234,62,Slatt Lower,0.643360037,0.192229608
Ireland,54.1333,-6.43333,S7235,0,Sliabh Gullion,0.936975239,0.389116912
Ireland,54.3401,-5.97367,S7236,0,Slieve Croob,1.247121269,0.515984362
Ireland,54.4916,-8.19066,S7238,124,Sminver ,0.024383079,0.022030013
Ireland,53.3502,-6.24168,S7240,0,Spencer Dock,0.277072982,0.819498321
Ireland,52.9284,-7.47346,S7241,386,Springfield,0.938077935,0.237683297
Ireland,52.2628,-8.29459,S7242,88,Stag Park,1.212207566,0.37582243
Ireland,53.5011,-8.27944,S7243,111,Stonepark,0.778523395,0.468161802
Ireland,54.7563,-5.92463,S7244,0,Straid,1.539882374,0.506465616
Ireland,54.8551,-7.11851,S7245,225,Stranagalwilly,0.703568789,0.416102498
Ireland,52.8495,-6.93088,S7246,0,Strawhall,0.4737273,0.004444322
Ireland,52.3881,-7.89258,S7247,89,Suttonrath,1.496569227,0.029990875
Ireland,52.8119,-8.75268,S7248,123,Teeronea,0.600618974,0.822309532
Ireland,51.8671,-9.6799,S7249,40,Templenoe,0.213041456,1.801523414
Ireland,53.9155,-7.12509,S7250,0,Termon,0.699933341,0.14855419
Ireland,53.1605,-6.87859,S7251,0,The Curragh,0.318177236,0.183470571
Ireland,54.0742,-6.13302,S7253,0,Tievebulliagh,0.940511738,0.580341632
Ireland,52.9607,-7.20146,S7254,188,Timahoe,0.666718784,0.180476894
Ireland,52.9849,-6.81007,S7255,0,Timolin,0.296385383,0.143993118
Ireland,52.7972,-6.89529,S7256,0,Tinryland,0.482707956,0.050724369
Ireland,52.8757,-7.48732,S7257,208,Tintore,0.964940803,0.290698345
Ireland,54.8734,-7.31437,S7258,66,Tirkernaghan,0.549849604,0.459723077
Ireland,53.4883,-6.8494,S7259,0,Tobertynan,0.448344366,0.390775034
Ireland,54.2455,-8.47904,S7260,42,Tonafortes,0.338440399,0.289115061
Ireland,53.999,-9.90011,S7261,43,Tonregee,0.582063937,1.147883145
Ireland,54.4206,-7.41161,S7262,37,Tonyglaskan,0.243043222,0.133836049
Ireland,54.7134,-6.46135,S7263,0,Toome,1.234437263,0.024048441
Ireland,51.5179,-9.65664,S7264,0,Toormore,0.520759732,1.926868233
Ireland,54.3589,-7.52157,S7265,72,Topped Mountain,0.133528173,0.072370652
Ireland,54.15,-7.41706,S7266,191,Townparks,0.325997584,0.027362358
Ireland,51.9867,-8.37462,S7267,0,Trantstown ,1.115221461,0.591222724
Ireland,53.2852,-8.47409,S7268,57,Treanbaun,0.574519465,0.585276668
Ireland,54.0614,-8.41682,S7269,62,Treanmacmurtagh,0.446223741,0.095887583
Ireland,54.6483,-7.07197,S7270,167,Tremoge,0.635506043,0.21169305
Ireland,54.0737,-9.91745,S7271,128,Tullaghanbaun,0.617878006,1.174151892
Ireland,52.8469,-8.24496,S7272,230,Tullahedy,0.941648907,0.400590276
Ireland,54.257,-6.95095,S7274,116,Tullyhirm,0.712936228,0.117007791
Ireland,53.3145,-7.77127,S7275,95,Tumbeagh,1.06554377,0.332452903
Ireland,53.3011,-8.28668,S7277,84,Urraghry,0.760202557,0.613344577
Ireland,53.2712,-8.58033,S7278,52,Vermount,0.470833785,0.58229916
Ireland,53.4418,-6.3493,S7279,0,Ward,0.273985006,0.766911747
Ireland,53.7324,-6.39661,S7280,0,Waterunder,0.540623726,0.53023623
Ireland,52.3193,-6.47523,S7281,0,White Rocks,0.796761383,0.462418611
Ireland,52.854,-7.638,S7282,105,Whitewell,1.115887437,0.160796737
Ireland,53.628,-8.18863,S7283,85,Woodbrook ,0.793556066,0.334668736
Ireland,52.912,-6.86391,S7284,0,Woodlands,0.38245786,0.068323163
Ireland,52.6616,-8.52029,S7285,299,Woodstown,0.857285654,0.552453129
Great Britain,57.4636,-1.81329,S7322,0,Den of Boddam,2.368813023,1.670965864
Great Britain,51.2763,-2.77507,S8379,121,Flint Jack's Cave,3.890566018,0.357788349
Great Britain,51.9405,-4.82188,S8482,92,"Banc Du, Casmael/Puncheston, Pembrokshire",2.036721982,1.410370816
Great Britain,51.3312,1.38855,S8504,27,"Chalk Hill, Ramsgate, Thanet, Kent",4.220189206,1.175056196
Great Britain,51.0693,-1.28916,S8887,81,Winnall Down,3.748325456,0.897444454
Great Britain,51.22,-0.769,S8894,0,Badshot Lea,4.046596713,0.767963655
Great Britain,51.44,-1.88,S8895,42,Horslip ditch,4.021496605,0.805275366
Great Britain,51.16,-1.77,S8896,63,Boscombe down,3.753029918,0.991274688
Great Britain,51.05,-1.3,S8897,55,Twyford down,3.726994066,0.917905205
Great Britain,51.552,-1.591,S8898,77,Tower Hill,4.164686342,0.575633809
Great Britain,51.424,-0.992,S8899,0,3017 Reading Business park,4.168893885,0.524001026
Great Britain,50.684,-1.244,S8900,0,Arreton down,3.387831064,1.278091221
Great Britain,51.115,-2.285,S8901,79,Whitesheet Down,3.685976083,0.629911164
Great Britain,51.34,-1.71,S8903,111,"Barrow 2,3&4 Milton Lilbourne",3.938790005,0.812548766
Ireland,52.1953,-8.27282,S9046,94,Ballinglanna North,1.223826788,0.394082397
Ireland,55.0094,-7.28219,S9172,189,Caw,0.664863241,0.553903954
Ireland,52.1655,-8.26733,S9173,53,Gortore 1b,1.226120352,0.402315795
Ireland,53.9664,-6.39229,S9174,0,Haggardstown,0.773435607,0.432614454
Ireland,52.2791,-7.1332,S9175,0,Newrath 35,1.029550581,0.015292642
Great Britain,52.049,-2.72029,S9184,136,Hereford - Asda site,3.899453051,0.014297555
Great Britain,52.8545,-1.53861,S9185,79,Potlock cursus monument,4.385208216,0.960893282
Great Britain,52.8549,-1.34059,S9186,8,Willow Farm Business Park,4.521976026,0.907455843
Great Britain,58.7448,-2.91676,S9187,0,Ibister 'Tomb of the Eagles',1.656721316,2.185279518
Great Britain,57.6314,-4.30277,S9188,26,Kinbeachie,0.42318221,0.929828207
Great Britain,56.9485,-7.5251,S9189,0,Ben Tangaval,1.805365154,1.931110343
Great Britain,50.7816,-3.2651,S9190,89,Castle Hill Devon,3.520175932,1.028191505
Ireland,53.166,-6.74,S9196,0,Corbally,0.180421527,0.297996326
Great Britain,52.652,-0.321336,S9214,0,Etton woodgate,5.396171602,0.349695494
Great Britain,51.4126,0.841456,S9215,66,Kingsborough 1,4.67088021,1.247148961
Great Britain,51.4153,0.839911,S9216,66,Kingsborough 2,4.673833013,1.244041714
Great Britain,51.797,1.09563,S9217,14,"Lodge farm, St Osyth",4.523365531,1.105445773
Great Britain,51.8919,-0.553117,S9218,0,Maiden Bower,4.751653057,0.24856124
Great Britain,52.6615,-0.292583,S9219,0,Northborough,5.408989402,0.347692991
Great Britain,50.8212,-0.744189,S9220,0,Raddon,3.684452835,1.158396777
Great Britain,51.4126,0.839744,S9221,65,Whitehawk,4.672155087,1.246229652
Great Britain,52.146,-2.67284,S9222,58,Hill croft field,3.91906269,0.09634266
